asset_id,glossary_name,term_name,display_name,description,logical_data_type,status,synonyms,domain_values,notes
dd6daeef-aee0-472a-901d-38be5312c200,"Payments, Savings & Investments LDD",Euro Payment Transaction Delivery Channel Code,Euro Payment Transaction Delivery Channel Code,The code of the channel that was used for the delivery of the euro payment transaction.,A256,Approved,EUR_PYMT_TXN_DLV_CNL_CODE|TRN_CHANNELID,Distribution Channel,"e.g. EXP, FLP, RTI"
55e96264-3864-4ed5-ac4a-1f45095e4cde,"Payments, Savings & Investments LDD",Euro Payment Transaction Delivery Channel Customer Id,Euro Payment Transaction Delivery Channel Customer Id,"Identification of the customer who has delivered the euro payment transaction, as stored in the delivery channel.",A35,Approved,CHANNELCUSTOMERIDIPX|EUR_PYMT_TXN_DLV_CNL_CST_ID,,The customer id as represented in the delivery channel from which the transaction is received.
df8546e0-bf34-418b-9756-695fd522a096,"Payments, Savings & Investments LDD",Euro Payment Transaction Direct Debit Sequence Type Code,Euro Payment Transaction Direct Debit Sequence Type Code,"The code gives the type of sequence of the euro payment, in case it is a direct debit transaction.",A4,Approved,EUR_PYMT_TXN_DD_SEQ_TP_CODE|SEQUENCETYPEIDX,"FRST,RCUR,FNAL,OOFF","FRST (first), RCUR (recurrent), FNAL (final), OOFF (one-off). Only used in SDDCore and SDDB2B. Is not (longer) Mandatory."
2a01a2a0-51c2-46e6-95b1-3d05d044c3df,"Payments, Savings & Investments LDD",Euro Payment Transaction End To End Id,Euro Payment Transaction End To End Id,"The identification of the euro payment transaction, assigned by the initiating party, that remains unchanged throughout the entire end-to-end chain.",A256,Approved,ENDTOENDIDIDX|EUR_PYMT_TXN_ETE_ID,,"This identification is passed on, unchanged, throughout the entire end-to-end chain."
ba8db63e-d72e-4d7a-9f58-f69da1016bc5,"Payments, Savings & Investments LDD",Euro Payment Transaction Id,Euro Payment Transaction Id,The unique identification of the euro payment transaction.,N38,Approved,EUR_PYMT_TXN_ID|PAYMENTTRANSACTIONKEY,,
ad908075-d2dc-40a0-b636-a8a0397d2827,"Payments, Savings & Investments LDD",Euro Payment Transaction Incoming Currency Code,Euro Payment Transaction Incoming Currency Code,The ISO character 3 code of the currency of the amount of the incoming euro payment transaction.,A3,Approved,EUR_PYMT_TXN_INCMG_CCY_CODE|INCOMINGSETTLEMENTCURRENCYIDX,EUR,For SEPA this is always EUR.
55779f5a-177a-4b90-9be0-3f89da0e86b5,"Payments, Savings & Investments LDD",Euro Payment Transaction Incoming Settlement Amount,Euro Payment Transaction Incoming Settlement Amount,The amount in euro that has been settled for an incoming euro payment transaction.,"DC38,5",Approved,EUR_PYMT_TXN_INCMG_SETL_AMT|INCOMINGSETTLEMENTAMOUNTIDX,,
49bd171c-9264-41c2-9014-8dd0b23c4aeb,"Payments, Savings & Investments LDD",Euro Payment Transaction Incoming Settlement Date,Euro Payment Transaction Incoming Settlement Date,Date in the incoming euro payment transaction that the payment should be settled between the debit and credit party.,D,Approved,EUR_PYMT_TXN_INCMG_SETL_DT|INCOMINGSETTLEMENTDAYIDX,,Format 'yyyy-mm-dd'
01985b22-08fd-7657-a996-2970a0443d55,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Address Line1,Euro Payment Transaction Initiating Party Address Line1,The first line of text of the address of the initiating party of a euro payment transaction.,A70,Approved,TRN_InitgPty_PstlAdr_AdrLine(1),,
01985b22-08fd-7657-a996-2970a0443d56,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Address Line2,Euro Payment Transaction Initiating Party Address Line2,The second line of text of the address of the initiating party of a euro payment transaction.,A70,Approved,TRN_InitgPty_PstlAdr_AdrLine(2),,
01985b22-08fd-7657-a996-2970a0443d5e,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Address Town Name,Euro Payment Transaction Initiating Party Address Town Name,Name of the town of the postal address of the initiating party of a euro payment transaction.,A35,Approved,TRN_InitgPty_PstlAdr_TwnNm,,
01985b22-08fd-7657-a996-2970a0443d5f,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Contact Details Name,Euro Payment Transaction Initiating Party Contact Details Name,The name of the initiating party contact details of a euro payment transaction.,A70,Approved,TRN_InitgPty_CtctDtls_Nm,,Name being the full name (first and last name).
01985b22-08fd-7657-a996-2970a0443d59,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Organisation BIC,Euro Payment Transaction Initiating Party Organisation BIC,The organisation Bank Identifier Number (BIC) of the initiating party of a euro payment transaction.,A11,Approved,TRN_InitgPty_Id_OrgId_AnyBIC,,
01985b22-08fd-7657-a996-2970a0443d58,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Organisation LEI,Euro Payment Transaction Initiating Party Organisation LEI,The organisation legal entity identifier (LEI) of the initiating party of a euro payment transaction.,A20,Approved,TRN_InitgPty_Id_OrgId_LEI,,
01985b22-08fd-7657-a996-2970a0443d5a,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Organisation Other Id,Euro Payment Transaction Initiating Party Organisation Other Id,The other organisation identification of the initiating party of a euro payment transaction.,A35,Approved,TRN_InitgPty_Id_OrgId_Othr_Id,,Unspecified ID not being LEI or BIC.
01985b22-08fd-7657-a996-2970a0443d5b,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Organisation Other Issuer Id,Euro Payment Transaction Initiating Party Organisation Other Issuer Id,The identification of the other issuer that issued the organisation identification of the initiating party of an euro payment transaction.,A35,Approved,TRN_InitgPty_Id_OrgId_Othr_Issr,,"Other issuer being e.g. third party organisations, payment intermediaries, or specialized payment services that acts on behalf of another organisation."
01985b22-08fd-7657-a996-2970a0443d5d,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Private Other Id,Euro Payment Transaction Initiating Party Private Other Id,The other private identification of the initiating party of a euro payment transaction.,A35,Approved,TRN_InitgPty_Id_PrvtId_Othr_Id,,Unspecified ID not being Date and Place of Birth.
01985b22-08fd-7657-a996-2970a0443d5c,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Private Other Issuer Id,Euro Payment Transaction Initiating Party Private Other Issuer Id,The identfication of the other issuer which issued the private identification of the initiating party of a euro payment transaction.,A35,Approved,TRN_InitgPty_Id_PrvtId_Othr_Issr,,"Other issuer being third party organisation such as a payment intermediary or specialized payment service, rather than a central authority or the intiating party itself."
01985b22-08fd-7657-a996-2970a0443d57,"Payments, Savings & Investments LDD",Euro Payment Transaction Initiating Party Residence Country Code,Euro Payment Transaction Initiating Party Residence Country Code,The code that indicates the country of residence of the initiating party of a euro payment transaction.,A2,Approved,TRN_InitgPty_ResCtry_Cd,https://referencedata.bank.com/ebx/?xpath=/root/CountryList&instance=globalGeography&branch=globalGeography,
600f84a7-0acd-45e8-bba8-8c197e3c366a,"Payments, Savings & Investments LDD",Euro Payment Transaction Instructed Amount,Euro Payment Transaction Instructed Amount,"The amount in euro of the euro payment transaction, that should be moved between the debtor and the creditor, before deduction of charges.","DC38,5",Approved,EUR_PYMT_TXN_INSR_AMT|INSTRUCTEDAMOUNTIDX,,
5ef1a125-f1bc-4d3c-9338-8b2e6c0e3c3b,"Payments, Savings & Investments LDD",Euro Payment Transaction Instructed Transaction Date,Euro Payment Transaction Instructed Transaction Date,The date instructed by the initiator of the euro payment transaction as processing date.,D,Approved,EUR_PYMT_TXN_INSR_TXN_DT,,Format 'yyyy-mm-dd'
fc7ff793-2f31-4469-8a20-c8838cb97d8e,"Payments, Savings & Investments LDD",Euro Payment Transaction Instructing Agent BIC,Euro Payment Transaction Instructing Agent BIC,The BIC of the instructing agent of the euro payment transaction.,A11,Approved,EUR_PYMT_TXN_INSR_AGNT_BIC|TRN_INSTGAGT_FININSTNID_ID_ID,BICDIR2018_V1,
6208fe82-93fb-443e-93bd-5a7697539a16,"Payments, Savings & Investments LDD",Euro Payment Transaction Instructing Agent Transaction Reference Number,Euro Payment Transaction Instructing Agent Transaction Reference Number,Reference number of the euro payment transaction given by the instructing party.,A256,Approved,EUR_PYMT_TXN_INSR_AGNT_TXN_REF_NO|INSTRUCTINGAGENTTXNIDIDX,,
65d03b14-b806-4188-9cbe-ee3f93494292,"Payments, Savings & Investments LDD",Euro Payment Transaction Instruction Id,Euro Payment Transaction Instruction Id,The unique identification of the batch in which the euro payment transaction has been delivered.,N38,Approved,EUR_PYMT_TXN_BTCH_ID|INCOMINGINSTRUCTIONKEY,,
9f148357-8852-4630-bc90-a8280661fc8b,"Payments, Savings & Investments LDD",Euro Payment Transaction Interchange Format Name,Euro Payment Transaction Interchange Format Name,Name of the format of the interchange used to transport the euro payment transaction.,A256,Approved,EUR_PYMT_TXN_INTCH_FMT_NM|TRN_RTRN_INSTRTP,,
85104343-68f7-4f88-92d4-34a07d94fdac,"Payments, Savings & Investments LDD",Euro Payment Transaction Last Modification Datetime,Euro Payment Transaction Last Modification Datetime,Date and time on which the euro payment transaction was changed for the last time.,DT,Approved,EUR_PYMT_TXN_LAST_MOD_DTS|WHENMODIFIED_UTC,,Format: yyyy-mm-dd hh:mm:ss
aba9dcfa-e288-4827-ac3f-171024cc6498,"Payments, Savings & Investments LDD",Euro Payment Transaction Line 2 Unstructured Description,Euro Payment Transaction Line 2 Unstructured Description,The second line of free format text that can be added to the euro payment transaction.,A256,Approved,EUR_PYMT_TXN_LN_2_UNSTC_DSC|TRN_RMTINF_USTRD2,,The second line can be added for example in case of bankswitch. It is always added by bank.
3e7e6762-b4f7-4a37-a4b9-594c3c61af72,"Payments, Savings & Investments LDD",Euro Payment Transaction Linked Canceled Transaction Id,Euro Payment Transaction Linked Canceled Transaction Id,The id of the canceled transaction that is linked to this euro payment transaction.,N38,Approved,CANCELRECONCILIATIONKEY|EUR_PYMT_TXN_LNK_CNCL_TXN_ID,,
d3b5d3c1-95ff-4296-b37f-810f4088deba,"Payments, Savings & Investments LDD",Euro Payment Transaction Linked Rejected Transaction Id,Euro Payment Transaction Linked Rejected Transaction Id,The id of the rejected transaction that is linked to this euro payment transaction.,N38,Approved,EUR_PYMT_TXN_LNK_TXN_ID|REJECTRECONCILIATIONKEY,,
a1c6aee1-d705-4b29-9e3b-4b931a63d2f6,"Payments, Savings & Investments LDD",Euro Payment Transaction Local instrument Code,Euro Payment Transaction Local instument Code,"The code that indicates the steering (the local instrument) of processing of the euro payment transaction, according to a standard SEPA list.",A35,Approved,EUR_PYMT_TXN_LCL_IMT_CODE|LOCALINSTRUMENTCODEIDX,External code sets | ISO20022,"IDEAL, NLDO, ACCEPT, SDN, NLGOV, CORE, B2B, INST. Based on  ISO20022 'ExternalLocalInstrument1Code' list. Also in Dutch it is often called Local Instrument."
5e5e746c-5722-493d-be37-9d0f67a59a54,"Payments, Savings & Investments LDD",Euro Payment Transaction Mandate Adjustment Flag,Euro Payment Transaction Mandate Adjustment Flag,A flag indicating if the mandate has been adjusted within the euro payment direct debit transaction.,A1,Approved,EUR_PYMT_TXN_MAND_ADJ_F|MANDATEAMENDMENTFLAGIDX,"T,F","T=True,F=False"
967058b9-742c-4a68-a335-e70520b60ecf,"Payments, Savings & Investments LDD",Euro Payment Transaction Mandate Credit Party Id,Euro Payment Transaction Mandate Credit Party Id,"The identification of the credit party that has signed the mandate, which has been used for the euro payment direct debit transaction.",A256,Approved,CREDITPARTYSCHEMEPARTYIDIDX|EUR_PYMT_TXN_MAND_CRPR_ID,,
657c2e74-19c0-4d93-9bf7-e6e8a2e032ed,"Payments, Savings & Investments LDD",Euro Payment Transaction Mandate Group Id,Euro Payment Transaction Mandate Group Id,"The identification of the group the mandate of the euro payment transaction belongs to, in case it concerns a direct debit transaction.",N10,Approved,EUR_PYMT_TXN_MAND_GRP_ID|MANDATEGROUPID,,
559dc429-e652-4783-ab82-212d53214814,"Payments, Savings & Investments LDD",Euro Payment Transaction Mandate Id,Euro Payment Transaction Mandate Id,"The identification of the mandate for the euro payment transaction, in case it is a direct debit transaction.",N38,Approved,EUR_PYMT_TXN_MAND_ID|MNDTE_IDNTFR,,
27debe80-dd1b-4cf2-a613-6acda050c945,"Payments, Savings & Investments LDD",Euro Payment Transaction Mandate Reference Name,Euro Payment Transaction Mandate Reference Name,"The name of the used mandate reference of the euro payment transaction, in case it is a direct debit transaction.",A35,Approved,EUR_PYMT_TXN_MAND_REF_NM|MANDATEREFERENCEIDX,,
1c3796d9-b513-42a1-9093-e181703ca086,"Payments, Savings & Investments LDD",Euro Payment Transaction Original End To End Id,Euro Payment Transaction Original End To End Id,"The original identification of the euro payment transaction, assigned by the initiating party, that remains unchanged throughout the entire end-to-end chain.",A256,Approved,EUR_PYMT_TXN_ORIG_ETE_ID|ORIGINALENDTOENDIDIDX,,"This identification is passed on, unchanged, throughout the entire end-to-end chain."
719ccea3-a3cd-4dbc-a2ca-f24392b586ef,"Payments, Savings & Investments LDD",Euro Payment Transaction Original Instructed Date,Euro Payment Transaction Original Instructed Date,"The date the euro payment transaction should be processed, as originally requested by the initiator.",D,Approved,EUR_PYMT_TXN_ORIG_INSR_DT|INSTRUCTEDDAYIDX,,Format 'yyyy-mm-dd'
29d966ce-d514-4525-be8f-5762393803d9,"Payments, Savings & Investments LDD",Euro Payment Transaction Original Mandate Credit Account IBAN,Euro Payment Transaction Original Mandate Credit Account IBAN,"The IBAN of the credit account in the original mandate, in case the mandate for this euro payment direct debit transaction has been adjusted.",A34,Approved,EUR_PYMT_TXN_ORIG_MAND_CR_AC_IBAN|MANDATEOLDCREDITPARTYSCHEMEIDX,,Only used if Euro Payment Transaction Mandate Adjustment Flag is 'T'.
4b983879-2133-4bfd-835a-fc92f2e50dbd,"Payments, Savings & Investments LDD",Euro Payment Transaction Original Mandate Debit Account IBAN,Euro Payment Transaction Original Mandate Debit Account IBAN,"The IBAN of the debit account in the original mandate, in case the mandate for this euro payment direct debit transaction has been adjusted.",A34,Approved,EUR_PYMT_TXN_ORIG_MAND_DBTT_AC_IBAN|MANDATEOLDDEBITPARTYACCOUNTIDX,,Only used if Euro Payment Transaction Mandate Adjustment Flag is 'T'.
6a58d6ce-9700-499e-886c-79b84cd8b29b,"Payments, Savings & Investments LDD",Euro Payment Transaction Outgoing Transaction Flag,Euro Payment Transaction Outgoing Transaction Flag,A flag indicating if the euro payment transaction is an outgoing transaction.,A1,Approved,EUR_PYMT_TXN_OUT_TXN_F|OUTBOUNDIPX,"T,F",T (true): Outgoing transaction F (false): Incoming transaction
a2110af8-a859-4371-8b70-a02b4a11a2eb,"Payments, Savings & Investments LDD",Euro Payment Transaction Pre Settlement Cancellation Flag,Euro Payment Transaction Pre Settlement Cancellation Flag,A flag indicating if the euro payment transaction has been cancelled before settlement took place.,A1,Approved,EUR_PYMT_TXN_PRE_SETL_CNCL_F|PRESETTLEMENTCANCELLEDIPX,"T,F","T=True, F=False"
c94e11c9-ecf8-406a-8928-8c7e624a519f,"Payments, Savings & Investments LDD",Euro Payment Transaction Processing Date,Euro Payment Transaction Processing Date,The date of the business day on which the euro payment transaction is processed.,D,Approved,EUR_PYMT_TXN_PCS_DT|PROCESSINGDAYIDX,,Format 'yyyy-mm-dd' if filled. NULL value occurs.
bab2bb12-605f-4fa2-8083-3b41d258d719,"Payments, Savings & Investments LDD",Euro Payment Transaction Processing Scheme Code,Euro Payment Transaction Processing Scheme Code,The code of the scheme that determines the processing of the euro payment transaction.,A256,Approved,EUR_PYMT_TXN_PCS_SCM_CODE|PRCSSNG_CD,"SDDB2B, SDDCORE, SCT","'SDDCORE' = SEPA Direct Debit Core, 'SDDB2B' = SEPA Direct Debit Business to Business, 'SCT' = SEPA Credit Transfer"
a3c84d25-e609-4e98-981e-3849b1a6b45c,"Payments, Savings & Investments LDD",Euro Payment Transaction Proprietary Category Purpose Code,Euro Payment Transaction Proprietary Category Purpose Code,Code that specifies the high level purpose of the euro payment transaction with a proprietary code.,A35,Approved,EUR_PYMT_TXN_PROP_CAT_PPS_CODE|TRN_PMTTPINF_CTGYPURPPRTRYCD,"no fixed value, [EMPTY]",The proprietary category purpose code can contain codes outside of the predefined set categories. The meaning is aligned between sender and receiver.
fbe1e999-a3af-4da8-9c7d-f3cef635dbc5,"Payments, Savings & Investments LDD",Euro Payment Transaction bank Branch Code,Euro Payment Transaction bank Branch Code,The code of the bank branch involved in the euro payment transaction.,N4,Approved,BANKKEY|EUR_PYMT_TXN__BR_CODE,"1600,2100,2600,3100","1600; bank (NL branch), 2100; bank Antwerp branch, 2600; bank Frankfurt branch, 3100; bank London branch)"
751a188b-e810-4b21-a721-3313190bcea6,"Payments, Savings & Investments LDD",Euro Payment Transaction - Flag,Euro Payment Transaction - Flag,A flag indicating if it concerns a euro payment transaction in which both debit and credit account are a bank account.,A1,Approved,EUR_PYMT_TXN___F|ONUSFLAGIPX,"T,F",T (true): Both debit as credit IBAN are bank accounts. F (false): 1 IBAN is of an external party.
4548fd08-6da2-4a9b-b496-03f9aa7f9079,"Payments, Savings & Investments LDD",Euro Payment Transaction Rejected Flag,Euro Payment Transaction Rejected Flag,A flag indicating if the euro payment transaction was rejected by the order manager before the processing started.,A1,Approved,EUR_PYMT_TXN_RJCT_F|REJECTFLAGIDX,"T,F","T=True, F=False"
b8d5ade5-0a75-4bb7-a826-3eb10eefff0c,"Payments, Savings & Investments LDD",Euro Payment Transaction Reject Reason Description,Euro Payment Transaction Reject Reason Description,The description of the reason why the euro payment transaction was rejected.,A256,Approved,EUR_PYMT_TXN_RJCT_RSN_DSC|TRN_RTRN_INTLRSN,,
2d6a81f9-268b-4dde-9768-9655e9762018,"Payments, Savings & Investments LDD",Euro Payment Transaction Reversed Transaction Batch Flag,Euro Payment Transaction Reversed Transaction Batch Flag,A flag indicating if the reversed euro payment transaction was part of a batch instruction.,A1,Approved,EUR_PYMT_TXN_RVRS_TXN_BTCH_F|TRN_RTRN_ORGNLBTCHBOOKG,"T,F","T=True, F=False"
0192b94c-d146-71d6-9911-332024d7679c,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Charges Amount,Euro Payment Transaction R-Transaction Charges Amount,Charges amount in euros for processsing a R-Transaction euro payment transaction.,A256,Approved,TRN_RTRN_CHRAMT,,The charges amount that banks apply for the processing of euro payment R-Transactions.
db24bd56-9425-4214-a5b7-a960a06f9257,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Classification Code,Euro Payment Transaction R-Transaction Classification Code,The code of the classification of the euro payment R-transaction.,A256,Approved,EUR_PYMT_TXN_R_TXN_CL_CODE|RTRANSACTIONQUALIFICATIONIDX,"Reject, Return, Refund",
067cbc47-ec3c-4534-952e-efc3063811f4,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Flag,Euro Payment Transaction R-Transaction Flag,A flag indicating if the euro payment transaction is a R-transaction.,A1,Approved,EUR_PYMT_TXN_R_TXN_F|RTRANSACTIONFLAGIDX,"T,F","T=True, F=False"
5a804601-f708-4402-8144-4b719600d4bb,"Payments, Savings & Investments LDD",Euro Payment Transaction R-transaction Interbank Settlement Amount,Euro Payment Transaction R-transaction Interbank Settlement Amount,The amount in euro of the euro payment R-transaction that has been settled between the banks.,"DC38,5",Approved,EUR_PYMT_TXN_R_TXN_INTB_SETL_AMT|TRN_RTRN_STTLMINF_INTRBKSTTLMAMT,,"This amount is equal to the amount of the original booking entry. This amount comes from a XML-field and therefore has a format of 256 characters. It differs from the standard format in a PACS-message. It has a maximum length of 15 positions. It has the dot as decimal separator, and has in total 5 decimals. It does not contain a plus or minus sign (this is dicated by the type of PACS message)."
9d7e485f-e92f-46e9-8646-455ce8adf6e8,"Payments, Savings & Investments LDD",Euro Payment Transaction R-transaction Interbank Settlement Date,Euro Payment Transaction R-transaction Interbank Settlement Date,Date that the euro payment R-transaction has been settled between the banks.,D,Approved,EUR_PYMT_TXN_R_TXN_INTB_SETL_DT|TRN_RTRN_STTLMINF_INTRBKSTTLMDAY,,Format 'yyyy-mm-dd'
c61b8691-fb45-4fbc-b615-e1b248a1bc0d,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Level Code,Euro Payment Transaction R-Transaction Level Code,The code indicating the level of rejection of the euro payment R-transaction.,N2,Approved,EUR_PYMT_TXN_R_TXN_LVL_CODE|RTRANSACTIONLEVELIDX,"1,2,3",An R-Transaction that is a normal transaction has level 1. An R-Transaction that is another R-Transaction with level n has the level n+1.
d5b2accd-a23d-4c49-a956-2a66b52df3d1,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Post Settlement Flag,Euro Payment Transaction R-Transaction Post Settlement Flag,A flag indicating if in case of a R-transaction for a euro payment the transaction was rejected or returned after settlement has occurred.,A1,Approved,EUR_PYMT_TXN_R_TXN_PST_SETL_F|RTRANSACTIONPOSTSETLMNTFLAGIDX,"T,F","T=True, F=False"
b61a4823-9725-42d4-a7db-4551105acd04,"Payments, Savings & Investments LDD",Euro Payment Transaction R-transaction  Status Code,Euro Payment Transaction R-transaction  Status Code,"The SEPA ISO code of the status of processing the euro payment R-transaction, which is used internally by bank in case of problems during the processing of the transaction.",A10,Approved,EUR_PYMT_TXN__ST_CODE|TRN_RTRN_TRNSTS,External code sets | ISO20022,Based on ISO20022 External code sets.
6627f07c-42f0-46a0-8e39-2da40a8694fd,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Refund Flag,Euro Payment Transaction R-Transaction Refund Flag,A flag indicating if the R-transaction of a euro payment is a refund.,A1,Approved,EUR_PYMT_TXN_R_TXN_RFND_F|RTRANSACTIONREFUNDFLAGIDX,"T,F","T=True, F=False. After an automatic direct debit transaction, the debited party can request for a refund to undo this direct debit transaction."
25e3c008-3826-47d3-a471-fb2791733852,"Payments, Savings & Investments LDD",Euro Payment Transaction R-Transaction Status Code,Euro Payment Transaction R-Transaction Status Code,The code of the status of the euro payment R-transaction.,A10,Approved,EUR_PYMT_TXN_R_TXN_ST_CODE|TRN_RTRN_STSRSNINF1_STSRSN_CD,External code sets | ISO20022,ISO20022 Codeset 'CancellationReason5Code'.
aef8af60-6460-488f-b661-009f16e374a3,"Payments, Savings & Investments LDD",Euro Payment Transaction R-transaction Status Originator BIC,Euro Payment Transaction R-transaction Status Originator BIC,The BIC of the financial institution that has sent the status of the returned euro payment transaction.,A11,Approved,EUR_PYMT_TXN_R_TXN_ST_ORIGR_BIC|TRN_RTRN_STSRSNINF_STSORGTR_ID_ID,BICDIR2018_V1,
3493dfa7-108a-4845-97ea-06b28a9efe63,"Payments, Savings & Investments LDD",Euro Payment Transaction Settlement Amount,Euro Payment Transaction Settlement Amount,The amount in euro of the euro payment transaction that is settled.,"DC38,5",Approved,EUR_PYMT_TXN_SETL_AMT|SETTLEMENTAMOUNTIDX,,"Note that if the incoming settlement amount is not the same as the outgoing settlement amount (due to charges for instance), this attribute contains the latter."
02821f2e-14c5-4175-9b3e-4edeee3dce4e,"Payments, Savings & Investments LDD",Euro Payment Transaction Settlement Currency Code,Euro Payment Transaction Settlement Currency Code,"The ISO character 3 code of the currency of the amount of the euro payment transaction, that is settled.",A3,Approved,EUR_PYMT_TXN_SETL_CCY_CODE|PRCSSNG_CCY,EUR,For SEPA this is always EUR.
8aa454f3-f1fd-4617-a6e0-d8b0f3cf6c2f,"Payments, Savings & Investments LDD",Euro Payment Transaction Settlement Date,Euro Payment Transaction Settlement Date,Date that the euro payment transaction is settled between the debit and the credit party.,D,Approved,EUR_PYMT_TXN_SETL_DT|SETTLEMENTDAYIDX,,Format 'yyyy-mm-dd'
6ab2e51a-8d7c-4588-b368-31ae540f842d,"Payments, Savings & Investments LDD",Euro Payment Transaction Status Code,Euro Payment Transaction Status Code,The code of the status of the euro payment transaction.,A30,Approved,EUR_PYMT_TXN_ST_CODE|Status,"Cancelled, Rejected, Processed, Released, Postponed,Created, Reconciled, Approved, AwaitingApproval, Warehoused, IncomingInterchange, OutgoingInterchangeRejected.","The end status on instruction level are: Cancelled, Rejected and Processed. Other statuses are: Released, Postponed, Created, Reconciled, Approved, AwaitingApproval, Warehoused. IncomingInterchangeRejected, OutgoingInterchangeRejected."
01985b22-08fd-7657-a996-2970a0443d60,"Payments, Savings & Investments LDD",Euro Payment Transaction Structured Creditor Remittance Information Reference Id,Euro Payment Transaction Structured Creditor Remittance Information Reference Id,The reference identification in the structured creditor remittance information of a euro payment transaction.,A35,Approved,TRN_RmtInf_Strd_CdtrRefInf_Ref,,
36ecc283-7656-4d5b-9a9c-a769f549eb66,"Payments, Savings & Investments LDD",Euro Payment Transaction Structured Description,Euro Payment Transaction Structured Description,The structured description of the euro payment transaction.,A256,Approved,EUR_PYMT_TXN_STC_DSC|Status,,"Is also called the 'Payment reference'. It is a unique code printed on an invoice. When the invoice is paid, this reference is given to the payment order, so that the creditor can more easy check if the invoice has been paid. The maximum length of the NL reference is 16. De maximum length of the ISO reference is 25 and start with RF. The length of the Belgian reference is 12. Other /own references have a maximum length of 35."
163aca27-6a06-4a1d-b0b1-35f697bfa308,"Payments, Savings & Investments LDD",Euro Payment Transaction Structured Description Type Code,Euro Payment Transaction Structured Description Type Code,Code to indicate the type of structured description used within the euro payment transaction.,A10,Approved,EUR_PYMT_TXN_STC_DSC_TP_CODE|TRN_RMTINF_STRD_CDTRREFINF_CDTRREFTP_CD,SCOR,For euro payments only the type SCOR is allowed: StructuredCOmmunicationReference.
f608429f-5f1d-488e-987f-4088a6679bfd,"Payments, Savings & Investments LDD",Euro Payment Transaction Structured Description Type Issuer Code,Euro Payment Transaction Structured Description Type Issuer Code,Code of the issuer of the type of structured description used within the euro payment transaction.,A256,Approved,EUR_PYMT_TXN_STC_DSC_TP_ISSUR_CODE|TRN_RMTINF_STRD_CDTRREFINF_CDTRREFTP_ISSR,"CUR, ISO, BBA","It is allowed to use CUR (Currence = Netherlands), ISO (European), BBA (Belgium) or other values."
01985b22-08fd-7657-a996-2970a0443d4d,"Payments, Savings & Investments LDD",Euro Payment Transaction Ultimate Creditor Address Town Name,Euro Payment Transaction Ultimate Creditor Address Town Name,Name of the town of the postal address of the ultimate creditor of a euro payment transaction.,A35,Approved,TRN_UltmtCdtr_PstlAdr_TwnNm,,
01985b22-08fd-7657-a996-2970a0443d4c,"Payments, Savings & Investments LDD",Euro Payment Transaction Ultimate Creditor Contact Details Name,Euro Payment Transaction Ultimate Creditor Contact Details Name,The name of the ultimate creditor contact details of a euro payment transaction.,A70,Approved,TRN_UltmtCdtr_CtctDtls_Nm,,Name being the full name (first and last name).
98ca3f02-383b-411a-8763-8567182c830f,"Payments, Savings & Investments LDD",Euro Payment Transaction Ultimate Creditor Name,Euro Payment Transaction Ultimate Creditor Name,The name of the ultimate creditor of the euro payment transaction.,A140,Approved,EUR_PYMT_TXN_ULT_CRDR_NM|ULCDT_NM,,
01985b22-08fd-7657-a996-2970a0443d47,"Payments, Savings & Investments LDD",Euro Payment Transaction Ultimate Creditor Organisation LEI,Euro Payment Transaction Ultimate Creditor Organisation LEI,The organisation legal entity identifier (LEI) of the ultimate creditor of a euro payment transaction.,A20,Approved,TRN_UltmtCdtr_Id_OrgId_LEI,,
01985b22-08fd-7657-a996-2970a0443d48,"Payments, Savings & Investments LDD",Euro Payment Transaction Ultimate Creditor Organisation Other Id,Euro Payment Transaction Ultimate Creditor Organisation Other Id,The other organisation identification of the ultimate creditor of a euro payment transaction.,A35,Approved,TRN_UltmtCdtr_Id_OrgId_Othr_Id,,Unspecified ID not being LEI or BIC.
01985b22-08fd-7657-a996-2970a0443d49,"Payments, Savings & Investments LDD",Euro Payment Transaction Ultimate Creditor Organisation Other Issuer Id,Euro Payment Transaction Ultimate Creditor Organisation Other Issuer Id,The identification of the other issuer that issued the organisation identification of the ultimate creditor of an euro payment transaction.,A35,Approved,TRN_UltmtCdtr_Id_OrgId_Othr_Issr,,"Other issuer being e.g. third party organisations, payment intermediaries, or specialized payment services, rather than a central authority, or the creditor themselves."
